Image Name,Bounding Box coordinates,,,,Image class
00814.jpg,17,35,234,167,82
00815.jpg,34,74,473,273,137
00816.jpg,12,34,139,78,57
00817.jpg,28,96,477,317,143
00818.jpg,57,220,673,468,160
00819.jpg,8,17,388,287,135
00820.jpg,30,116,963,523,63
00821.jpg,37,153,411,299,78
00822.jpg,391,169,859,401,152
00823.jpg,15,24,144,72,62
00824.jpg,174,243,846,546,114
00825.jpg,3,57,455,287,23
00826.jpg,120,90,610,359,110
00827.jpg,165,123,645,366,132
00828.jpg,4,91,600,308,163
00829.jpg,191,332,1027,663,63
00830.jpg,159,131,533,356,52
00831.jpg,51,55,618,377,61
00832.jpg,14,5,246,188,113
00833.jpg,102,85,463,360,135
00834.jpg,26,113,612,372,120
00835.jpg,80,158,453,345,24
00836.jpg,27,125,425,311,177
00837.jpg,44,112,633,374,78
00838.jpg,20,224,988,644,193
00839.jpg,35,19,614,435,146
00840.jpg,105,104,626,312,58
00841.jpg,41,67,432,286,151
00842.jpg,42,147,753,414,114
00843.jpg,17,31,342,242,159
00844.jpg,30,15,639,419,171
00845.jpg,52,16,246,168,188
00846.jpg,39,119,558,434,86
00847.jpg,56,23,415,334,159
00848.jpg,21,96,755,412,160
00849.jpg,1,125,549,372,60
00850.jpg,47,179,1227,812,134
00851.jpg,9,85,335,209,195
00852.jpg,30,308,1511,975,195
00853.jpg,35,258,1218,908,153
00854.jpg,45,41,420,280,71
00855.jpg,29,66,614,433,137
00856.jpg,51,105,341,189,41
00857.jpg,57,87,569,437,118
00858.jpg,139,416,1954,1149,2
00859.jpg,11,32,575,357,30
00860.jpg,273,145,658,366,104
00861.jpg,83,103,500,371,102
00862.jpg,36,47,964,444,119
00863.jpg,26,98,623,431,77
00864.jpg,25,128,959,450,103
00865.jpg,11,74,392,255,17
00866.jpg,11,79,627,480,52
00867.jpg,20,135,557,367,87
00868.jpg,17,38,231,152,88
00869.jpg,35,75,592,334,187
00870.jpg,38,74,326,205,28
00871.jpg,373,350,780,631,45
00872.jpg,69,109,461,284,55
00873.jpg,517,291,765,462,163
00874.jpg,49,142,426,307,70
00875.jpg,34,79,749,461,96
00876.jpg,51,121,588,387,75
00877.jpg,61,33,241,195,78
00878.jpg,101,162,882,650,6
00879.jpg,16,196,670,405,91
00880.jpg,16,99,439,254,8
00881.jpg,18,63,885,663,191
00882.jpg,140,122,1059,496,182
00883.jpg,14,29,643,408,131
00884.jpg,14,72,245,173,91
00885.jpg,51,31,565,352,193
00886.jpg,111,68,393,309,47
00887.jpg,6,9,124,89,1
00888.jpg,7,51,253,156,14
00889.jpg,34,400,1555,1153,163
00890.jpg,26,15,698,386,169
00891.jpg,93,106,1160,799,185
00892.jpg,32,48,1534,791,189
00893.jpg,28,134,410,316,107
00894.jpg,11,31,578,268,126
00895.jpg,24,108,709,375,133
00896.jpg,61,55,258,161,44
00897.jpg,30,34,513,274,44
00898.jpg,89,68,483,310,6
00899.jpg,60,93,657,353,20
00900.jpg,64,75,256,158,175
00901.jpg,160,59,759,346,144
00902.jpg,6,40,256,170,189
00903.jpg,316,393,1755,1074,99
00904.jpg,15,96,504,279,171
00905.jpg,26,81,615,365,73
00906.jpg,68,52,435,331,188
00907.jpg,21,73,464,294,122
00908.jpg,18,71,632,390,53
00909.jpg,50,63,541,346,62
00910.jpg,33,2,593,456,40
00911.jpg,20,76,898,612,138
00912.jpg,82,33,542,234,7
00913.jpg,9,51,635,414,152
00914.jpg,40,283,1546,964,149
00915.jpg,206,222,746,467,95
00916.jpg,15,70,622,378,148
00917.jpg,11,51,442,198,92
00918.jpg,37,180,615,445,20
00919.jpg,127,155,525,383,132
00920.jpg,56,23,776,372,4
00921.jpg,88,367,1189,730,185
00922.jpg,10,29,444,203,55
00923.jpg,13,23,150,82,51
00924.jpg,14,63,287,181,67
00925.jpg,3,135,1199,771,73
00926.jpg,8,37,237,142,42
00927.jpg,25,68,618,365,174
00928.jpg,75,130,702,396,57
00929.jpg,22,29,498,204,66
00930.jpg,31,89,296,187,33
00931.jpg,86,194,570,426,191
00932.jpg,37,57,392,294,59
00933.jpg,48,36,576,469,181
00934.jpg,90,31,922,699,23
00935.jpg,3,77,615,463,146
00936.jpg,8,13,644,255,15
00937.jpg,18,56,223,142,141
00938.jpg,69,59,736,415,43
00939.jpg,11,95,619,301,171
00940.jpg,109,113,360,233,21
00941.jpg,57,139,537,364,126
00942.jpg,226,220,926,543,62
00943.jpg,249,129,699,394,50
00944.jpg,248,169,737,454,46
00945.jpg,31,55,216,132,108
00946.jpg,48,24,441,202,1
00947.jpg,12,105,417,257,107
00948.jpg,7,69,250,176,80
00949.jpg,48,10,197,112,116
00950.jpg,193,196,1372,1075,191
00951.jpg,115,34,733,555,95
00952.jpg,10,26,274,162,195
00953.jpg,151,97,842,537,172
00954.jpg,22,12,685,330,195
00955.jpg,37,109,692,363,81
00956.jpg,8,17,590,298,20
00957.jpg,116,105,948,650,75
00958.jpg,143,229,971,598,192
00959.jpg,125,234,848,431,151
00960.jpg,3,56,251,148,108
00961.jpg,1,86,585,475,161
00962.jpg,189,64,1363,883,189
00963.jpg,46,76,562,265,55
00964.jpg,32,70,370,287,116
00965.jpg,1,97,494,375,61
00966.jpg,18,89,626,416,27
00967.jpg,57,108,551,400,68
00968.jpg,8,67,800,511,61
00969.jpg,367,292,1199,749,96
00970.jpg,23,27,555,326,52
00971.jpg,32,178,597,397,34
00972.jpg,187,91,509,315,169
00973.jpg,41,26,842,262,92
00974.jpg,26,118,445,306,115
00975.jpg,44,136,581,362,16
00976.jpg,25,64,255,138,190
00977.jpg,127,61,597,344,33
00978.jpg,83,106,732,434,62
00979.jpg,37,126,963,734,87
00980.jpg,133,165,769,535,101
00981.jpg,28,68,1978,1038,50
00982.jpg,16,52,259,174,156
00983.jpg,78,21,521,283,128
00984.jpg,128,250,899,571,181
00985.jpg,79,64,281,190,37
00986.jpg,30,114,1001,765,133
00987.jpg,10,25,310,221,40
00988.jpg,394,379,1624,1033,23
00989.jpg,9,34,253,157,53
00990.jpg,5,99,638,324,161
00991.jpg,108,62,391,327,31
00992.jpg,59,106,581,309,168
00993.jpg,20,222,948,654,115
00994.jpg,55,297,664,600,112
00995.jpg,75,186,596,571,63
00996.jpg,3,70,333,212,104
00997.jpg,11,84,253,182,60
00998.jpg,96,3,635,445,58
00999.jpg,79,75,585,355,58
01000.jpg,214,382,1459,1117,119
01001.jpg,36,13,611,302,43
01002.jpg,43,96,561,359,43
01003.jpg,197,237,546,386,192
01004.jpg,22,22,255,172,56
01005.jpg,15,86,294,214,65
01006.jpg,128,82,1952,1395,170
01007.jpg,61,189,976,656,137
01008.jpg,45,203,982,564,43
01009.jpg,39,100,479,317,70
01010.jpg,6,3,932,639,6
01011.jpg,248,147,554,323,101
01012.jpg,58,72,763,529,6
01013.jpg,63,72,250,149,152
01014.jpg,140,114,1335,917,100
01015.jpg,42,111,777,562,194
01016.jpg,482,134,1382,739,170
01017.jpg,39,84,994,656,127
01018.jpg,89,209,730,482,162
01019.jpg,219,213,1156,543,168
01020.jpg,81,96,556,385,83
01021.jpg,10,13,247,182,162
01022.jpg,110,31,833,422,23
01023.jpg,423,339,1059,619,26
01024.jpg,9,67,397,239,155
01025.jpg,37,74,756,356,129
01026.jpg,1,51,258,172,53
01027.jpg,34,88,750,540,50
01028.jpg,71,144,1101,712,180
01029.jpg,6,47,316,235,70
01030.jpg,25,67,619,432,143
01031.jpg,130,10,839,346,2
01032.jpg,34,52,442,319,54
01033.jpg,49,279,2791,1870,61
01034.jpg,115,63,817,324,2
01035.jpg,127,99,521,366,135
01036.jpg,24,50,258,171,27
01037.jpg,17,29,640,445,127
01038.jpg,105,78,1330,817,182
01039.jpg,70,116,465,308,41
01040.jpg,28,21,105,79,88
01041.jpg,27,87,623,402,119
01042.jpg,23,78,383,254,73
01043.jpg,199,184,1116,809,124
01044.jpg,33,57,608,429,91
01045.jpg,44,103,596,376,149
01046.jpg,58,46,454,393,193
01047.jpg,30,34,232,157,82
01048.jpg,21,105,619,372,20
01049.jpg,187,133,1504,891,167
01050.jpg,157,172,693,441,132
01051.jpg,6,35,624,316,42
01052.jpg,150,33,1729,1008,152
01053.jpg,9,88,340,241,171
01054.jpg,38,212,797,482,43
01055.jpg,27,20,288,198,111
01056.jpg,108,68,693,304,135
01057.jpg,6,178,588,386,79
01058.jpg,14,97,493,359,93
01059.jpg,25,112,579,289,26
01060.jpg,12,34,423,239,69
01061.jpg,3,64,258,181,32
01062.jpg,2,169,629,369,61
01063.jpg,351,286,3753,2243,78
01064.jpg,4,37,319,217,37
01065.jpg,277,454,1504,1069,34
01066.jpg,33,139,659,390,150
01067.jpg,28,89,452,345,114
01068.jpg,86,160,1549,1090,191
01069.jpg,17,34,993,563,81
01070.jpg,52,59,438,288,86
01071.jpg,30,209,1014,589,60
01072.jpg,12,21,320,218,17
01073.jpg,8,63,545,314,24
01074.jpg,127,627,1993,1308,69
01075.jpg,4,8,290,176,111
01076.jpg,393,201,639,310,39
01077.jpg,81,258,717,465,45
01078.jpg,68,191,946,646,167
01079.jpg,51,151,732,430,37
01080.jpg,49,40,591,369,192
01081.jpg,22,47,278,213,196
01082.jpg,63,38,429,305,92
01083.jpg,12,33,438,241,113
01084.jpg,45,37,566,304,49
01085.jpg,90,53,460,257,14
01086.jpg,11,136,392,254,55
01087.jpg,21,35,361,212,73
01088.jpg,70,57,429,267,159
01089.jpg,196,172,1396,890,30
01090.jpg,15,57,528,299,153
01091.jpg,105,167,582,307,22
01092.jpg,24,187,586,483,25
01093.jpg,2,79,479,359,93
01094.jpg,2,7,300,225,22
01095.jpg,128,272,1150,785,56
01096.jpg,17,57,630,399,159
01097.jpg,91,99,529,381,18
01098.jpg,37,315,1181,727,112
01099.jpg,246,681,1344,1069,45
01100.jpg,170,198,1084,843,131
01101.jpg,155,73,489,238,104
01102.jpg,3,5,198,118,86
01103.jpg,14,35,261,169,48
01104.jpg,54,16,569,332,185
01105.jpg,61,46,682,336,7
01106.jpg,126,234,809,509,167
01107.jpg,22,141,1011,485,66
01108.jpg,12,166,472,295,55
01109.jpg,578,169,1427,925,167
01110.jpg,70,260,1003,627,184
01111.jpg,31,124,414,279,189
01112.jpg,199,192,908,617,193
01113.jpg,9,14,262,189,88
01114.jpg,78,31,435,329,71
01115.jpg,224,197,1833,1364,29
01116.jpg,30,69,523,354,55
01117.jpg,114,117,524,360,109
01118.jpg,65,85,602,419,118
01119.jpg,108,65,624,414,144
01120.jpg,50,42,605,438,187
01121.jpg,157,59,838,485,191
01122.jpg,48,49,596,450,34
01123.jpg,72,210,978,665,20
01124.jpg,39,124,577,319,11
01125.jpg,77,81,561,392,54
01126.jpg,16,105,279,266,45
01127.jpg,29,78,607,272,29
01128.jpg,39,120,558,429,30
01129.jpg,30,34,411,182,31
01130.jpg,108,228,558,415,43
01131.jpg,1,65,455,253,113
01132.jpg,12,120,766,501,143
01133.jpg,51,49,247,163,56
01134.jpg,68,48,235,162,5
01135.jpg,18,86,613,355,123
01136.jpg,11,29,490,295,52
01137.jpg,57,71,710,501,90
01138.jpg,57,116,471,249,39
01139.jpg,47,34,595,326,187
01140.jpg,48,274,771,555,191
01141.jpg,19,229,1801,1144,170
01142.jpg,3,127,636,425,31
01143.jpg,57,124,558,381,121
01144.jpg,11,41,555,333,190
01145.jpg,39,96,760,538,121
01146.jpg,42,55,264,152,56
01147.jpg,1,1,526,530,64
01148.jpg,32,109,575,267,10
01149.jpg,5,20,388,239,165
01150.jpg,176,118,486,313,101
01151.jpg,32,48,272,196,22
01152.jpg,4,24,417,309,78
01153.jpg,25,64,741,301,97
01154.jpg,206,173,805,478,146
01155.jpg,395,414,2378,1721,96
01156.jpg,38,60,291,220,110
01157.jpg,32,135,466,266,15
01158.jpg,57,25,579,433,187
01159.jpg,30,23,390,256,195
01160.jpg,3,45,630,402,23
01161.jpg,64,106,399,307,82
01162.jpg,65,182,616,383,174
01163.jpg,69,192,876,531,87
01164.jpg,235,425,1101,711,31
01165.jpg,106,27,933,440,36
01166.jpg,16,94,768,513,123
01167.jpg,88,298,717,514,21
01168.jpg,124,322,1010,662,46
01169.jpg,27,17,249,189,73
01170.jpg,63,106,454,299,141
01171.jpg,102,6,606,480,88
01172.jpg,50,107,458,299,122
01173.jpg,11,15,989,658,145
01174.jpg,1,20,275,184,122
01175.jpg,1,4,800,320,113
01176.jpg,28,33,285,177,65
01177.jpg,163,237,1061,737,165
01178.jpg,68,169,712,401,43
01179.jpg,85,200,463,344,11
01180.jpg,11,29,294,185,16
01181.jpg,25,125,620,349,126
01182.jpg,70,193,762,445,161
01183.jpg,75,260,923,593,153
01184.jpg,16,40,464,244,46
01185.jpg,147,180,1486,1011,52
01186.jpg,12,48,230,157,8
01187.jpg,58,94,467,278,157
01188.jpg,108,105,540,330,94
01189.jpg,22,278,625,445,153
01190.jpg,78,95,999,667,63
01191.jpg,13,34,235,184,116
01192.jpg,18,115,445,334,30
01193.jpg,5,19,320,139,48
01194.jpg,62,141,309,246,123
01195.jpg,15,46,575,415,24
01196.jpg,115,93,246,151,151
01197.jpg,3,49,998,772,36
01198.jpg,30,78,611,403,53
01199.jpg,37,97,265,182,62
01200.jpg,80,31,667,264,142
01201.jpg,19,51,631,458,50
01202.jpg,52,289,751,505,21
01203.jpg,1,36,269,196,171
01204.jpg,49,83,1073,765,140
01205.jpg,45,59,284,161,41
01206.jpg,71,96,590,393,28
01207.jpg,5,50,293,170,48
01208.jpg,64,281,819,694,30
01209.jpg,1,24,120,103,174
01210.jpg,19,123,618,354,14
01211.jpg,23,21,235,176,108
01212.jpg,103,292,1495,845,90
01213.jpg,38,127,642,412,134
01214.jpg,3,47,296,183,3
01215.jpg,25,124,552,308,114
01216.jpg,43,70,584,321,185
01217.jpg,100,97,429,314,159
01218.jpg,51,256,1007,585,161
01219.jpg,63,81,590,410,81
01220.jpg,31,11,248,179,121
01221.jpg,1,20,319,219,142
01222.jpg,23,60,597,349,64
01223.jpg,64,120,886,767,147
01224.jpg,786,514,1443,890,39
01225.jpg,86,33,513,403,187
01226.jpg,71,126,581,413,189
01227.jpg,113,54,634,470,37
01228.jpg,331,299,702,562,45
01229.jpg,100,55,403,271,84
01230.jpg,27,115,667,404,74
01231.jpg,22,4,457,316,159
01232.jpg,150,87,472,289,14
01233.jpg,8,93,630,422,138
01234.jpg,102,28,508,365,49
01235.jpg,29,116,464,311,156
01236.jpg,21,66,409,226,180
01237.jpg,116,409,1156,753,173
01238.jpg,24,41,270,158,111
01239.jpg,300,501,1711,1070,28
01240.jpg,83,59,416,320,188
01241.jpg,52,39,250,122,77
01242.jpg,68,126,585,399,94
01243.jpg,41,75,464,266,154
01244.jpg,135,43,663,571,155
01245.jpg,47,59,585,383,19
01246.jpg,13,44,784,538,118
01247.jpg,20,47,291,212,162
01248.jpg,25,37,275,189,160
01249.jpg,62,226,1189,841,46
01250.jpg,27,174,989,708,182
01251.jpg,206,96,736,365,16
01252.jpg,19,25,386,242,196
01253.jpg,78,134,1189,772,37
01254.jpg,107,91,756,501,155
01255.jpg,17,80,735,492,6
01256.jpg,8,28,279,201,71
01257.jpg,24,172,1005,587,133
01258.jpg,29,91,482,454,95
01259.jpg,139,112,1090,706,89
01260.jpg,44,29,187,133,95
01261.jpg,48,137,343,276,85
01262.jpg,47,31,340,219,84
01263.jpg,1,21,639,470,143
01264.jpg,5,36,623,357,4
01265.jpg,35,160,509,361,185
01266.jpg,20,87,600,391,122
01267.jpg,26,92,604,291,127
01268.jpg,9,43,254,152,54
01269.jpg,96,3,519,385,180
01270.jpg,21,76,532,355,44
01271.jpg,1,15,120,99,158
01272.jpg,111,66,984,800,132
01273.jpg,53,265,769,475,102
01274.jpg,5,153,420,337,72
01275.jpg,14,52,252,149,29
01276.jpg,67,102,567,357,9
01277.jpg,1,5,160,89,1
01278.jpg,25,48,294,142,80
01279.jpg,7,24,287,232,131
01280.jpg,74,157,504,398,106
01281.jpg,126,69,402,309,47
01282.jpg,11,14,621,441,184
01283.jpg,19,52,261,150,8
01284.jpg,112,298,1609,1003,40
01285.jpg,47,49,321,202,195
01286.jpg,74,1,1448,855,130
01287.jpg,64,189,458,357,160
01288.jpg,135,120,869,619,94
01289.jpg,4,32,259,171,53
01290.jpg,10,69,317,216,165
01291.jpg,104,155,459,322,137
01292.jpg,22,16,434,332,28
01293.jpg,76,87,388,244,46
01294.jpg,8,55,160,108,107
01295.jpg,113,133,578,375,94
01296.jpg,30,101,445,261,115
01297.jpg,103,205,1330,928,12
01298.jpg,28,199,1005,673,20
01299.jpg,41,140,591,356,186
01300.jpg,42,186,1788,1088,58
01301.jpg,34,93,620,350,144
01302.jpg,62,79,620,455,178
01303.jpg,55,22,685,433,191
01304.jpg,17,74,624,425,137
01305.jpg,242,250,860,643,145
01306.jpg,124,81,768,535,157
01307.jpg,177,266,943,748,81
01308.jpg,73,452,2478,1508,23
01309.jpg,14,120,281,216,74
01310.jpg,40,39,703,415,172
01311.jpg,1,12,137,94,88
01312.jpg,65,17,424,202,86
01313.jpg,56,69,558,354,12
01314.jpg,29,129,597,364,123
01315.jpg,31,12,421,209,189
01316.jpg,20,35,406,236,57
01317.jpg,91,129,533,399,192
01318.jpg,167,85,580,307,67
01319.jpg,59,115,378,249,181
01320.jpg,89,42,461,288,184
01321.jpg,46,69,603,411,177
01322.jpg,46,69,583,363,7
01323.jpg,49,203,992,692,114
01324.jpg,32,93,250,184,39
01325.jpg,33,38,250,167,70
01326.jpg,15,48,274,187,67
01327.jpg,39,116,353,250,74
01328.jpg,91,282,956,642,59
01329.jpg,10,52,255,163,165
01330.jpg,9,11,290,200,53
01331.jpg,355,323,1316,897,8
01332.jpg,50,48,591,384,126
01333.jpg,32,86,609,304,130
01334.jpg,9,71,461,216,179
01335.jpg,555,301,1173,568,45
01336.jpg,5,7,261,125,189
01337.jpg,9,32,253,161,188
01338.jpg,59,87,1737,1211,162
01339.jpg,114,107,561,407,94
01340.jpg,110,83,590,370,30
01341.jpg,59,107,575,398,73
01342.jpg,66,122,480,234,59
01343.jpg,60,144,778,463,192
01344.jpg,26,23,615,459,126
01345.jpg,37,169,587,413,86
01346.jpg,37,139,656,470,13
01347.jpg,23,1,430,319,179
01348.jpg,80,110,980,677,37
01349.jpg,341,248,768,497,144
01350.jpg,105,315,780,561,157
01351.jpg,80,191,948,623,112
01352.jpg,2,59,300,219,40
01353.jpg,43,99,1013,615,31
01354.jpg,17,43,250,159,156
01355.jpg,46,1,799,560,184
01356.jpg,51,120,683,378,168
01357.jpg,52,122,750,429,44
01358.jpg,10,1,563,306,59
01359.jpg,17,25,282,153,80
01360.jpg,15,102,411,291,59
01361.jpg,74,73,239,158,9
01362.jpg,80,165,543,405,111
01363.jpg,44,62,589,415,140
01364.jpg,1,74,639,334,58
01365.jpg,114,144,476,349,49
01366.jpg,44,196,603,410,115
01367.jpg,19,54,246,170,80
01368.jpg,32,136,843,490,133
01369.jpg,69,36,259,155,161
01370.jpg,20,29,583,270,21
01371.jpg,32,60,207,157,92
01372.jpg,263,598,2349,1638,13
01373.jpg,61,137,596,443,130
01374.jpg,3,37,496,299,159
01375.jpg,54,254,1961,1084,170
01376.jpg,5,27,347,234,121
01377.jpg,54,75,408,274,97
01378.jpg,29,141,597,450,87
01379.jpg,60,111,760,520,192
01380.jpg,63,51,571,320,124
01381.jpg,33,35,502,275,46
01382.jpg,3,21,285,195,53
01383.jpg,23,11,307,225,113
01384.jpg,117,31,516,415,85
01385.jpg,150,109,605,407,174
01386.jpg,73,211,1534,988,170
01387.jpg,6,31,636,434,131
01388.jpg,24,41,277,198,109
01389.jpg,23,32,218,159,128
01390.jpg,16,24,248,188,188
01391.jpg,17,58,241,151,73
01392.jpg,39,89,457,334,5
01393.jpg,4,118,519,321,127
01394.jpg,13,95,462,279,156
01395.jpg,39,76,969,593,30
01396.jpg,140,175,492,411,154
01397.jpg,41,39,602,456,67
01398.jpg,108,50,535,385,111
01399.jpg,31,66,525,261,43
01400.jpg,43,181,471,329,136
01401.jpg,95,57,681,360,42
01402.jpg,41,60,226,165,118
01403.jpg,16,41,399,300,14
01404.jpg,436,574,1465,940,163
01405.jpg,16,52,386,252,155
01406.jpg,103,134,905,551,144
01407.jpg,51,44,506,263,99
01408.jpg,27,52,253,151,190
01409.jpg,39,24,498,242,43
01410.jpg,172,80,448,306,109
01411.jpg,42,207,760,469,55
01412.jpg,41,71,554,458,133
01413.jpg,24,46,290,188,8
01414.jpg,12,84,636,479,91
01415.jpg,9,25,291,163,25
01416.jpg,54,81,728,422,7
01417.jpg,31,90,613,360,156
01418.jpg,99,158,825,585,84
01419.jpg,11,8,110,68,70
01420.jpg,184,261,1164,703,164
01421.jpg,4,17,593,269,97
01422.jpg,58,44,250,180,128
01423.jpg,51,115,606,399,27
01424.jpg,1,14,352,256,123
01425.jpg,25,117,1015,536,11
01426.jpg,47,57,612,353,104
01427.jpg,347,476,4243,2904,149
01428.jpg,68,71,238,187,59
01429.jpg,14,90,490,320,127
01430.jpg,19,54,383,253,74
01431.jpg,17,158,779,462,194
01432.jpg,40,128,594,352,70
01433.jpg,10,60,296,178,47
01434.jpg,52,96,754,498,98
01435.jpg,297,191,1758,1043,189
01436.jpg,228,207,531,332,160
01437.jpg,1,87,629,404,80
01438.jpg,16,132,768,574,33
01439.jpg,47,72,444,317,93
01440.jpg,29,34,203,158,88
01441.jpg,126,118,768,538,148
01442.jpg,63,81,771,552,166
01443.jpg,120,130,475,312,34
01444.jpg,1,56,402,248,52
01445.jpg,102,150,659,414,143
01446.jpg,28,235,1597,1135,144
01447.jpg,4,5,275,176,53
01448.jpg,17,20,265,162,110
01449.jpg,11,21,325,216,189
01450.jpg,53,140,570,338,15
01451.jpg,24,247,2044,911,158
01452.jpg,17,93,639,360,91
01453.jpg,38,105,754,457,192
01454.jpg,9,17,281,172,122
01455.jpg,20,140,599,351,144
01456.jpg,35,63,464,331,120
01457.jpg,164,95,506,343,15
01458.jpg,18,279,1003,752,113
01459.jpg,37,61,487,342,62
01460.jpg,5,9,118,67,174
01461.jpg,5,193,1994,1276,96
01462.jpg,26,14,1015,750,146
01463.jpg,16,50,237,163,165
01464.jpg,50,64,584,364,193
01465.jpg,10,3,594,234,115
01466.jpg,61,68,488,294,142
01467.jpg,27,55,376,284,178
01468.jpg,78,164,411,284,7
01469.jpg,10,8,596,312,36
01470.jpg,108,591,1127,1107,167
01471.jpg,45,59,585,449,65
01472.jpg,9,107,770,434,189
01473.jpg,17,9,284,188,33
01474.jpg,83,80,508,321,154
01475.jpg,10,49,595,311,139
01476.jpg,49,30,417,278,177
01477.jpg,1,25,258,180,70
01478.jpg,92,122,666,457,116
01479.jpg,224,118,519,300,184
01480.jpg,126,72,666,471,141
01481.jpg,26,78,605,452,87
01482.jpg,3,22,269,165,109
01483.jpg,427,397,1669,982,8
01484.jpg,102,171,357,323,46
01485.jpg,78,88,747,466,43
01486.jpg,91,127,284,186,15
01487.jpg,95,244,1561,1041,79
01488.jpg,42,189,739,472,182
01489.jpg,133,169,967,647,34
01490.jpg,20,18,619,260,185
01491.jpg,26,63,362,233,150
01492.jpg,78,104,719,507,148
01493.jpg,62,81,257,185,29
01494.jpg,24,53,247,133,16
01495.jpg,35,73,639,367,156
01496.jpg,51,91,530,316,15
01497.jpg,32,74,613,424,89
01498.jpg,53,71,563,407,178
01499.jpg,19,115,627,330,153
01500.jpg,47,63,380,256,28
01501.jpg,72,284,1145,738,176
01502.jpg,6,3,158,77,17
01503.jpg,84,79,668,313,141
01504.jpg,28,64,452,280,130
01505.jpg,38,3,229,95,158
01506.jpg,77,269,1916,1194,10
01507.jpg,37,49,773,325,184
01508.jpg,33,20,201,106,136
01509.jpg,67,97,496,272,51
01510.jpg,116,92,387,210,180
01511.jpg,32,93,615,390,52
01512.jpg,233,327,1141,713,26
01513.jpg,74,115,601,399,195
01514.jpg,18,59,444,292,127
01515.jpg,51,157,994,606,22
01516.jpg,24,47,239,160,104
01517.jpg,131,261,1071,733,169
01518.jpg,24,98,573,352,194
01519.jpg,45,241,990,556,51
01520.jpg,14,29,213,105,29
01521.jpg,123,187,494,324,151
01522.jpg,16,56,258,173,40
01523.jpg,67,71,713,451,183
01524.jpg,3,47,500,282,22
01525.jpg,42,8,465,280,100
01526.jpg,240,46,740,302,97
01527.jpg,25,35,581,387,96
01528.jpg,24,38,276,179,131
01529.jpg,40,65,774,494,154
01530.jpg,79,259,924,699,182
01531.jpg,15,28,251,181,188
01532.jpg,76,37,652,500,95
01533.jpg,35,66,573,420,65
01534.jpg,128,185,901,623,19
01535.jpg,8,29,444,213,2
01536.jpg,44,15,234,175,125
01537.jpg,79,163,539,393,7
01538.jpg,51,112,976,667,79
01539.jpg,20,47,295,196,195
01540.jpg,9,27,187,120,190
01541.jpg,34,89,402,261,88
01542.jpg,78,59,557,402,73
01543.jpg,14,44,250,169,162
01544.jpg,57,53,293,236,71
01545.jpg,91,45,721,538,93
01546.jpg,85,174,967,654,75
01547.jpg,90,65,878,403,94
01548.jpg,603,287,1435,711,167
01549.jpg,1,3,799,600,112
01550.jpg,156,192,572,336,187
